#cue,target,fsg,bsg,qfr,tfr,jcn,jcn_sensed
rope,ladder,0.022,0,15,19,16.862269,21.61409751
rope,line,0.022,0.039,15,298,2.715429,2.625022011
rope,noose,0.017,0.152,15,3,10.860947,22.14019061
rope,soap,0.011,0,15,22,20.279451,5.080935205
rope,string,0.133,0.228,15,19,4.650492,6.045845358
rope,twine,0.05,0.122,15,0,4.668512,6.045845358
rope,yarn,0.011,0,15,14,2.838119,4.378648611
rose,beauty,0.048,0,86,71,12.97808,20.2012735
rose,bud,0.021,0,86,9,19.132531,19.05619216
rose,bush,0.027,0.016,86,14,3.180004,3.233350006
rose,flower,0.363,0.248,86,23,6.460491,16.96432809
rose,love,0.041,0,86,232,13.671661,19.13744732
rose,red,0.171,0.102,86,197,4.13885,4.134804457
rose,thorn,0.048,0.42,86,3,20.405665,20.37293287
rot,cancer,0.013,0,8,25,12.728638,21.48626414
rot,mildew,0.019,0.014,8,1,2.842896,2.878990362
rot,mold,0.019,0,8,45,2.842896,2.878990362
rot,rust,0.013,0,8,10,12.990387,14.57464531
rot,tree,0.013,0,8,59,17.494752,17.12573523
rot,wood,0.019,0,8,55,18.888595,20.82307341
rouge,cheek,0.073,0,7,20,19.119362,20.3083109
rouge,color,0.027,0,7,141,15.824037,16.76905807
rouge,red,0.18,0,7,197,17.52142,19.45959324
routine,average,0.01,0,35,130,15.934985,16.67885022
routine,boring,0.102,0,35,5,15.938287,19.33620503
routine,exercise,0.01,0,35,58,6.711499,14.56817223
routine,gymnastics,0.01,0,35,11,15.906596,16.00367806
routine,habit,0.019,0,35,23,12.026892,12.12880732
routine,job,0.01,0,35,238,3.235419,3.314992381
routine,life,0.01,0,35,715,10.56658,18.54674095
routine,method,0.01,0,35,142,13.915173,17.53204175
routine,order,0.01,0,35,376,8.890074,12.96477361
routine,pattern,0.019,0,35,113,11.081437,17.01504356
routine,schedule,0.044,0.028,35,36,13.222616,12.72192189
routine,standard,0.053,0.014,35,110,9.062404,9.592473586
routine,task,0.01,0,35,60,10.446592,13.74010057
routine,workout,0.01,0,35,2,12.20286,12.17759748
row,boat,0.739,0.016,35,72,1.598928,19.10807394
row,chair,0.016,0,35,66,14.008741,20.22420653
row,column,0.049,0.153,35,71,4.27323,4.218982068
row,line,0.022,0,35,298,2.118833,2.156134162
row,oar,0.027,0.121,35,0,16.196693,22.27131269
row,work,0.011,0,35,760,7.909953,18.32574113
royalty,england,0.02,0,7,157,19.612458,19.57711919
royalty,king,0.412,0.016,7,88,17.804366,17.66047942
royalty,loyalty,0.014,0.014,7,22,18.916823,20.96341355
royalty,money,0.02,0,7,265,11.911427,11.81610605
royalty,prince,0.02,0.02,7,33,18.569757,18.4785069
royalty,queen,0.23,0.027,7,41,19.44088,19.45082546
royalty,snob,0.02,0,7,1,23.539381,23.1228978
rubber,ball,0.041,0,15,110,11.164951,16.82152593
rubber,band,0.216,0,15,53,11.776482,11.93698142
rubber,condom,0.155,0.066,15,0,0,4.77E-09
rubber,duck,0.014,0,15,9,16.999575,18.95315322
rubber,glove,0.041,0,15,9,12.245598,16.97851315
rubber,hose,0.02,0.014,15,9,12.354678,18.25555169
rubber,maid,0.014,0,15,31,17.907668,20.53883456
rubber,material,0.014,0,15,174,6.078658,20.57721911
rubber,metal,0.014,0,15,61,7.594917,19.38677737
rubber,sex,0.014,0,15,84,16.695327,19.62320552
rubber,sole,0.041,0,15,18,17.800246,21.49861041
rubber,stopper,0.014,0.018,15,2,14.354616,23.81361802
ruby,crystal,0.014,0,1,23,6.129066,23.49516429
ruby,diamond,0.25,0.011,1,8,5.496166,4.378737333
ruby,emerald,0.028,0.081,1,3,7.026617,6.153689683
ruby,gem,0.069,0.094,1,4,5.09375,3.881563798
ruby,gold,0.014,0,1,52,8.358339,8.333754533
ruby,jewel,0.049,0.071,1,1,5.09375,3.881563798
ruby,red,0.278,0,1,197,3.680516,3.604893798
ruby,ring,0.076,0,1,47,7.685273,6.518836408
ruby,stone,0.042,0,1,58,5.669866,4.559126247
rug,bug,0.019,0,13,4,16.243787,19.18042116
rug,carpet,0.468,0.248,13,13,0,4.77E-09
rug,floor,0.199,0.021,13,158,14.047903,19.89355067
rug,hook,0.019,0.013,13,5,15.163002,14.79703693
rug,mat,0.032,0.135,13,5,2.209159,2.34725154
rug,rag,0.013,0,13,10,14.29797,16.78767735
rug,shag,0.045,0.123,13,1,20.113844,19.52851737
rug,wool,0.013,0,13,10,17.993702,17.65671519
ruin,damage,0.021,0.055,14,33,10.442883,12.29520178
ruin,disaster,0.014,0,14,26,4.283628,4.289071854
ruin,mess,0.076,0,14,22,12.077003,12.02378069
ruin,trash,0.021,0,14,2,17.933038,21.09356308
rule,authority,0.014,0,73,93,10.307578,17.26299737
rule,book,0.014,0,73,193,8.872878,18.4967708
rule,king,0.014,0,73,88,13.125943,19.68077818
rule,law,0.164,0.031,73,299,0.818372,0.708144053
rule,leader,0.014,0.014,73,74,12.327872,14.64171364
rule,measure,0.014,0.014,73,91,0.701958,0.623277501
rule,policy,0.014,0.392,73,222,9.564985,16.71624117
rule,power,0.014,0,73,342,7.69006,17.72667622
rule,regulation,0.05,0,73,14,0,4.77E-09
rule,restriction,0.014,0,73,8,1.176777,1.139855247
rule,ruler,0.021,0,73,3,0,4.77E-09
rule,school,0.057,0,73,492,10.749798,10.0569393
rule,thumb,0.021,0,73,10,16.955187,21.42707527
ruler,dictator,0.044,0.223,3,7,3.267664,3.149088987
ruler,edge,0.015,0,3,78,13.548667,19.29961014
ruler,geometry,0.015,0,3,9,19.495838,20.97358658
ruler,inch,0.052,0.073,3,40,12.361856,18.83632546
ruler,king,0.052,0.031,3,88,0.52844,0.577042368
ruler,line,0.015,0,3,298,10.010912,13.17073012
ruler,measure,0.415,0.169,3,91,0.701958,0.623277501
ruler,meter,0.015,0.014,3,18,5.635295,5.196784582
ruler,number,0.03,0,3,472,11.916111,17.61785157
ruler,pen,0.03,0,3,18,13.975459,13.84642145
ruler,pencil,0.044,0,3,34,13.832407,13.71636832
ruler,stick,0.037,0,3,39,11.401079,11.235535
ruler,tool,0.03,0,3,40,9.510766,12.34442555
ruler,wood,0.03,0,3,55,11.109506,12.27664879
rum,alcohol,0.098,0,3,13,5.133839,4.998056512
rum,beer,0.028,0,3,34,8.098609,6.9941502
rum,booze,0.021,0,3,4,3.843035,3.640870235
rum,coke,0.28,0,3,4,9.273771,23.73196186
rum,liquor,0.161,0.042,3,43,3.843035,3.640870235
rum,vodka,0.105,0.034,3,0,10.170974,9.361182012
rum,whiskey,0.035,0.081,3,17,4.728557,4.532868274
rummy,cards,0.176,0.021,1,26,3.016064,3.049120147
rummy,cube,0.014,0,1,1,17.772091,17.8077107
rummy,game,0.155,0,1,123,4.16195,20.46838586
rummy,gin,0.311,0.068,1,23,0.387766,0.438254931
rummy,sale,0.02,0,1,44,15.751504,20.64091941
rumor,gossip,0.146,0.05,8,13,0.730887,2.867230229
rumor,noise,0.014,0,8,37,19.919525,22.54097625
rumor,people,0.014,0,8,847,16.074069,19.17285974
rumor,story,0.028,0,8,153,19.342734,20.67652705
rumor,truth,0.049,0,8,126,21.164917,21.40344855
rung,bell,0.147,0,3,18,12.703413,20.55390803
rung,cloth,0.013,0,3,40,11.934029,11.94724684
rung,doorbell,0.027,0,3,2,12.857602,14.64809207
rung,ladder,0.26,0.055,3,19,16.371971,16.36646388
rung,rail,0.013,0,3,16,13.412737,15.54174034
rung,ring,0.147,0,3,47,14.378765,22.23250341
rung,telephone,0.1,0,3,76,12.099506,13.86187771
runner,athlete,0.072,0.062,1,9,3.726379,3.756875265
runner,blade,0.026,0,1,13,0.599118,0.592051064
runner,distance,0.013,0.02,1,108,16.897886,20.34009998
runner,olympics,0.013,0,1,2,23.262847,22.92771032
runner,race,0.059,0,1,103,16.095543,17.49608193
runner,road,0.02,0.015,1,197,13.186697,12.99279242
runner,shoes,0.033,0,1,44,18.30295,18.83038053
runner,speed,0.02,0,1,83,14.285714,21.71429768
runner,strength,0.013,0,1,136,17.419478,21.67053883
runner,track,0.072,0.026,1,38,14.402374,21.53935623
runner,walker,0.033,0.135,1,17,1.586964,8.495033852
running,exercise,0.071,0,123,58,9.973371,11.99417327
running,man,0.026,0,123,1207,14.386212,16.74999723
running,race,0.013,0,123,103,16.594756,17.98878145
running,track,0.019,0,123,38,0,4.77E-09
russia,china,0.027,0,72,69,7.842276,7.689371317
russia,communist,0.174,0.123,72,97,17.736786,17.80281051
russia,continent,0.013,0,72,17,16.948865,16.86912909
russia,country,0.067,0,72,324,3.703484,3.611375893
russia,europe,0.013,0,72,118,18.01315,17.9101881
russia,red,0.074,0,72,197,17.739303,18.85539354
rust,bike,0.02,0,10,0,19.013214,20.23009908
rust,brown,0.053,0,10,176,15.339776,21.18129336
rust,car,0.125,0,10,274,17.293857,18.16411751
rust,dirt,0.013,0,10,43,12.591604,21.9379009
rust,iron,0.059,0,10,43,16.668889,21.34445973
rust,metal,0.072,0,10,61,11.673106,14.28258855
rust,nail,0.039,0,10,6,18.647671,22.91745382
rust,orange,0.059,0,10,23,11.982362,23.51343726
rust,paint,0.033,0,10,37,15.850875,21.63744685
rust,proof,0.02,0,10,40,14.539744,22.14206855
rust,rain,0.013,0,10,70,13.356841,22.49178601
rust,red,0.059,0,10,197,16.421709,21.11251626
rye,bread,0.791,0,4,41,17.011721,20.2946376
rye,wheat,0.068,0.02,4,9,4.859157,5.045928185
saber,cat,0.013,0,1,23,11.053144,11.9611845
saber,fence,0.013,0,1,30,16.841254,17.57582753
saber,knife,0.077,0,1,76,8.620318,15.71796804
saber,saw,0.064,0,1,352,9.0138,14.27883119
saber,sword,0.333,0.083,1,7,2.898878,2.981343536
saber,tooth,0.192,0,1,20,17.992731,17.55135468
sack,bag,0.444,0.11,8,42,2.898878,10.17781417
sack,bed,0.035,0,8,127,3.535368,3.555348061
sack,cloth,0.01,0,8,40,12.407256,13.64663299
sack,flour,0.035,0,8,8,15.413545,21.48430986
sack,potato,0.237,0,8,15,18.789929,19.98497662
sack,pouch,0.025,0.062,8,2,0,4.77E-09
saddle,bag,0.013,0,25,42,12.201818,13.26746381
saddle,horse,0.879,0.103,25,117,13.747783,13.74259585
safari,africa,0.203,0,2,45,21.166709,21.0316218
safari,animal,0.072,0,2,68,15.468143,14.9959293
safari,desert,0.052,0,2,21,21.13718,20.62615669
safari,giraffe,0.033,0,2,0,24.677953,23.86483514
safari,hat,0.013,0,2,56,15.522407,19.39892702
safari,lion,0.078,0.021,2,17,21.346084,21.0316218
safari,trip,0.02,0,2,81,4.396068,4.355070278
safety,caution,0.064,0.014,48,19,15.130424,21.25864283
safety,danger,0.071,0,48,70,8.763935,9.897371385
safety,fear,0.014,0,48,127,16.911031,16.82685063
safety,feature,0.021,0,48,37,14.13108,18.93366105
safety,home,0.021,0,48,547,9.894426,15.97403596
safety,net,0.029,0,48,34,12.190811,21.5455482
safety,patrol,0.021,0.02,48,25,15.084094,21.8270383
safety,pin,0.036,0.05,48,16,11.471573,19.16323549
safety,police,0.021,0,48,155,16.938243,18.96377978
safety,protection,0.043,0.089,48,68,0.913094,0.907204349
safety,security,0.021,0,48,91,0.179551,0.179485825
sage,brush,0.034,0,2,44,20.178377,21.77131602
sage,bush,0.027,0,2,14,7.621196,7.497577913
sage,dog,0.014,0,2,75,16.318538,15.70672391
sage,flower,0.014,0,2,23,8.884782,18.86456821
sage,herb,0.068,0,2,7,3.754529,3.555348061
sage,oregano,0.02,0,2,0,9.455013,8.720134035
sage,parsley,0.027,0.013,2,1,8.356383,8.026986855
sage,rage,0.014,0,2,16,23.094688,22.88928295
sage,spice,0.204,0,2,4,8.581408,17.9109215
sail,boat,0.589,0.134,12,72,0.491362,20.22503537
sail,fish,0.02,0,12,35,14.733182,18.08785664
sail,fun,0.026,0,12,44,17.402805,20.2053303
sail,lake,0.013,0,12,54,16.76952,20.17885462
sail,ocean,0.053,0,12,34,17.282201,20.80095246
sail,water,0.073,0,12,442,13.176967,20.08592257
sail,wind,0.079,0,12,63,9.238217,21.85203961
sailing,boat,0.359,0.016,20,72,18.999848,18.69656652
sailing,fishing,0.014,0,20,32,14.76298,16.88390301
sailing,ocean,0.099,0,20,34,19.35921,19.27248361
sailing,sail,0.021,0,20,12,2.726913,2.685212182
sailing,sea,0.021,0,20,95,19.733207,19.48901192
sailing,ship,0.077,0,20,83,18.667164,18.38856981
sailing,water,0.148,0,20,442,16.339869,18.55745372
sailing,wind,0.092,0,20,63,11.614807,14.38364961
sailing,yacht,0.014,0.016,20,4,23.147612,22.74710846
sailor,anchor,0.015,0.016,5,15,14.15829,18.18271437
sailor,bay,0.01,0,5,57,13.663069,20.05019187
sailor,boat,0.169,0,5,72,13.853677,13.63240795
sailor,cap,0.01,0,5,27,4.117616,4.026063055
sailor,captain,0.031,0,5,85,1.755655,9.254089755
sailor,hat,0.036,0,5,56,2.129631,2.068012846
sailor,man,0.046,0,5,1207,2.754115,5.110265135
sailor,navy,0.189,0,5,37,18.483947,21.60526744
sailor,sea,0.077,0,5,95,15.798287,15.38491912
sailor,ship,0.222,0,5,83,13.520822,13.32441124
sailor,soldier,0.01,0,5,39,4.926982,7.19662712
sailor,suit,0.015,0,5,48,9.515382,16.31225969
sailor,white,0.01,0,5,365,7.914273,11.25409152
saint,angel,0.091,0.041,16,18,0,4.77E-09
saint,christian,0.024,0.015,16,144,11.997457,12.43872148
saint,church,0.079,0,16,348,16.092694,18.76663892
saint,god,0.073,0,16,318,2.935564,1.230219292
saint,heaven,0.048,0,16,43,18.98614,20.33723699
saint,mary,0.024,0,16,88,14.830854,15.25755437
saint,priest,0.012,0,16,16,8.820287,13.56256245
saint,religion,0.03,0,16,119,7.457789,14.96971322
salad,bar,0.031,0,9,82,17.887488,20.18927709
salad,bowl,0.055,0.067,9,23,20.285622,20.88242427
salad,diet,0.031,0,9,21,14.235889,22.49178601
salad,dressing,0.197,0.428,9,22,14.742087,11.56741467
salad,food,0.047,0,9,147,7.457733,10.02502809
salad,fork,0.016,0,9,14,21.139861,20.98778478
salad,green,0.055,0,9,116,16.056519,13.45077709
salad,lettuce,0.299,0.278,9,0,19.700552,16.52462714
salad,potato,0.016,0.027,9,15,17.951388,15.13833278
salad,tomato,0.039,0.046,9,4,19.295334,16.30148359
salary,fee,0.011,0,43,16,4.37453,4.448549936
salary,job,0.016,0,43,238,13.584003,16.65062898
salary,money,0.516,0,43,265,7.323539,15.87560303
salary,wage,0.082,0.229,43,95,0,4.77E-09
sale,bargain,0.131,0.317,44,7,5.448136,5.241835858
sale,car,0.021,0,44,274,17.043905,17.67134317
sale,clothes,0.117,0,44,89,15.551616,18.67240475
sale,house,0.021,0,44,591,12.839443,17.50192501
sale,item,0.021,0.024,44,54,12.634877,18.20231336
sale,mall,0.021,0,44,3,18.300606,18.1652897
sale,money,0.09,0,44,265,13.219819,18.01699789
sale,price,0.021,0.018,44,108,11.84357,18.10757842
sale,shop,0.028,0,44,63,17.777146,17.82037875
sale,store,0.055,0,44,74,17.213482,17.82037875
sale,yard,0.028,0.016,44,35,15.165992,19.28078108
sales,profit,0.014,0,2,28,3.812196,3.910781406
salesman,car,0.107,0,12,274,17.028233,16.7422235
salesman,crook,0.02,0,12,3,14.50074,13.79213913
salesman,death,0.013,0,12,277,19.571004,19.8769238
salesman,liar,0.013,0,12,3,18.76067,17.98611353
salesman,person,0.013,0,12,175,9.202002,19.81396595
salesman,pitch,0.02,0,12,22,20.546538,22.28206548
salesman,product,0.04,0,12,87,15.003751,20.1256629
salesman,sale,0.053,0,12,44,21.069043,20.4446955
salesman,seller,0.013,0.072,12,6,16.705367,15.88023874
salesman,shoe,0.04,0.013,12,14,18.338866,19.08848366
salesman,store,0.047,0,12,74,17.761358,16.89125908
salesman,thief,0.013,0,12,8,15.55718,14.86942865
saliva,dog,0.048,0,4,75,19.106576,19.39327252
saliva,mouth,0.262,0,4,103,19.147918,19.14723515
saliva,spit,0.365,0.263,4,11,0,4.77E-09
saliva,thirst,0.024,0,4,4,23.08829,22.97629432
saliva,water,0.016,0,4,442,14.772794,12.86266934
salmon,fish,0.746,0,3,35,2.063694,1.817077277
salmon,pink,0.032,0,3,48,18.091361,21.62636761
salmon,spawn,0.024,0.054,3,0,21.435308,21.02214098
salmon,stream,0.016,0,3,51,6.421865,6.394008727
salmon,tuna,0.024,0,3,0,5.480834,12.80137236
saloon,bar,0.571,0,20,82,0,4.77E-09
saloon,beer,0.114,0,20,34,18.903949,19.38453884
saloon,cowboy,0.036,0,20,16,17.952032,20.41483499
saloon,hair,0.15,0,20,148,14.338973,20.7809956
saloon,pub,0.014,0,20,1,0,4.77E-09
saloon,west,0.021,0,20,235,16.443852,18.28022853
salt,food,0.024,0,46,147,6.463456,9.455933556
salt,ocean,0.024,0.036,46,34,17.056987,19.7400805
salt,pepper,0.701,0.695,46,13,4.671129,6.693794504
salt,spice,0.016,0.112,46,4,3.865496,6.000647323
salt,sugar,0.047,0.11,46,34,5.431034,5.64397238
salt,water,0.063,0,46,442,9.078694,10.27498979
saltine,cracker,0.836,0.106,0,4,2.564951,2.564949357
saltine,salt,0.048,0,0,46,19.472301,16.41055469
sample,example,0.19,0.212,57,292,1.810335,1.745089697
sample,food,0.075,0,57,147,12.261965,15.86937953
sample,mean,0.014,0,57,199,8.26139,17.64117342
sample,part,0.027,0,57,500,11.183681,12.242864
sample,piece,0.034,0,57,129,7.80226,12.242864
sample,population,0.034,0,57,136,18.750469,19.4166266
sample,question,0.014,0,57,257,15.740099,18.38929693
sample,size,0.014,0,57,138,16.703693,17.33447936
sample,space,0.014,0,57,184,14.71887,18.98883461
sample,survey,0.027,0,57,37,16.626486,19.28180294
sample,test,0.129,0,57,119,9.5746,19.12550219
sand,beach,0.717,0.394,28,61,18.830973,19.77276214
sand,castle,0.039,0.16,28,7,19.016468,21.38220005
sand,dirt,0.031,0.176,28,43,2.920586,2.584481228
sand,dune,0.016,0.568,28,1,21.253082,21.62336211
sand,ocean,0.016,0.012,28,34,17.551866,18.60072239
sand,pebble,0.016,0.021,28,1,21.571715,22.22949792
sand,sea,0.016,0,28,95,17.551866,18.8172507
sand,storm,0.016,0,28,26,19.305392,21.00564631
sandpaper,file,0.021,0,1,81,2.93478,22.36669904
sandpaper,grit,0.036,0,1,1,16.592553,16.12930143
sandpaper,saw,0.021,0,1,352,19.209712,20.6927226
sandpaper,wall,0.021,0,1,160,19.497358,21.60717679
sandpaper,wood,0.171,0,1,55,11.953001,11.66147944
sandwich,bologna,0.052,0.268,10,2,16.972454,14.55054612
sandwich,bread,0.067,0.026,10,41,12.582257,10.15609696
sandwich,chicken,0.015,0.016,10,37,13.859053,11.58013165
sandwich,food,0.207,0,10,147,4.441917,7.357799882
sandwich,ham,0.111,0.045,10,19,14.980151,12.75878665
sandwich,lettuce,0.037,0,10,0,16.68502,13.85739893
sandwich,lunch,0.037,0.058,10,33,10.480642,6.371428279
sandwich,meal,0.022,0,10,30,8.537085,4.203296663
sandwich,meat,0.022,0,10,45,10.44561,8.114796468
sandwich,soup,0.015,0.085,10,16,2.648452,2.767443228
sandwich,submarine,0.038,0.072,10,27,0.880514,0.810930216
sandwich,tuna,0.03,0.081,10,0,16.68502,14.14508101
sandwich,turkey,0.059,0.04,10,9,15.874024,13.63425538
sap,maple,0.027,0,1,7,16.838135,18.42174713
sap,pine,0.02,0,1,14,15.948963,17.72859995
sap,syrup,0.014,0,1,4,20.690654,17.9109215
sap,tree,0.703,0,1,59,12.451129,18.7897375
sapphire,blue,0.162,0,0,143,5.961003,5.375278408
sapphire,diamond,0.135,0,0,8,5.234862,5.071884513
sapphire,emerald,0.014,0.014,0,3,6.333483,6.846836864
sapphire,gem,0.115,0,0,4,4.976734,4.574710979
sapphire,jewel,0.047,0,0,1,5.09375,4.574710979
sapphire,jewelry,0.027,0,0,3,6.527969,6.003887067
sapphire,red,0.02,0,0,197,9.33184,8.699152648
sapphire,ring,0.115,0,0,47,7.685273,7.211983589
sapphire,ruby,0.095,0,0,1,3.465736,8.456274776
sapphire,stone,0.162,0,0,58,4.976734,4.559126247
sardine,fish,0.452,0,2,35,5.819502,11.67744227
sardine,food,0.024,0,2,147,7.923491,17.49634052
sardine,salt,0.024,0,2,46,18.373571,16.93636186
sardine,silver,0.016,0,2,29,14.62908,24.6459511
sash,bag,0.014,0,3,42,15.798537,23.60652768
sash,belt,0.135,0,3,29,18.962738,18.46764541
sash,bow,0.014,0,3,15,18.247842,18.08440344
sash,cape,0.014,0,3,20,18.451887,20.39681648
sash,cloth,0.027,0,3,40,14.788524,14.53393618
sash,clothes,0.061,0,3,89,14.277963,17.33129279
sash,dress,0.061,0,3,67,16.70453,16.35046354
sash,honor,0.02,0,3,66,18.533276,18.91220072
sash,purse,0.014,0,3,14,18.376273,18.3389333
sash,queen,0.014,0,3,41,18.696831,20.22346359
sash,red,0.014,0,3,197,19.566408,21.51798137
sash,ribbon,0.088,0,3,12,9.81335,9.79638459
sash,robe,0.014,0,3,6,18.852984,18.52706883
sash,scarf,0.074,0,3,4,19.226332,18.78130297
sash,shoulder,0.014,0,3,61,7.716943,20.99397675
sash,tuxedo,0.014,0,3,0,22.097982,21.72574195
satan,devil,0.467,0.101,3,25,0,4.77E-09
satan,god,0.039,0,3,318,5.499885,6.428677933
satan,hell,0.059,0.062,3,95,20.317357,20.46891482
satan,religion,0.013,0,3,119,8.823322,8.948470232
satin,cloth,0.051,0,5,40,5.843306,5.939042797
satin,god,0.014,0,5,318,16.497294,16.4919631
satin,lace,0.058,0.019,5,7,11.16059,11.05140702
satin,silk,0.348,0.213,5,12,11.032657,11.25904639
saturn,car,0.281,0,3,274,18.483263,18.96684706
saturn,earth,0.02,0,3,150,5.787338,5.723443492
saturn,jupiter,0.065,0.112,3,9,2.220347,2.302585093
saturn,mars,0.072,0.026,3,21,3.056945,3.091042453
saturn,moon,0.026,0,3,60,9.339248,9.339199423
saturn,planet,0.268,0.012,3,21,5.637837,5.556828062
saturn,pluto,0.013,0.019,3,0,6.818166,6.182084907
saturn,star,0.013,0,3,25,7.45262,22.59566614
saturn,uranus,0.052,0.021,3,0,5.164782,4.605170186
saturn,venus,0.065,0,3,11,8.765394,8.760971603
sauce,barbecue,0.036,0.053,20,13,13.791582,10.89052801
sauce,food,0.022,0,20,147,5.98104,8.622204425
sauce,gravy,0.05,0.111,20,4,2.785011,3.012261576
sauce,meat,0.022,0,20,45,11.984803,9.379201012
sauce,mushroom,0.014,0,20,2,18.694035,15.81495066
sauce,pan,0.014,0,20,16,19.902082,19.70274416
sauce,pizza,0.022,0.014,20,3,14.564733,11.40135363
sauce,red,0.022,0,20,197,18.04989,17.63377391
sauce,spaghetti,0.468,0.247,20,1,20.303332,17.20124502
sauce,tomato,0.144,0.062,20,4,17.818642,14.89865993
saucer,bowl,0.03,0.011,2,23,6.921038,9.812602376
saucer,coffee,0.018,0,2,78,12.429926,22.06441816
saucer,cup,0.527,0.418,2,45,7.014049,18.55996038
saucer,dish,0.048,0.024,2,16,0,4.77E-09
saucer,milk,0.091,0,2,49,18.274186,19.32357814
saucer,pan,0.012,0,2,16,14.823379,20.08813316
saucer,plate,0.067,0.03,2,22,2.266458,3.124636966
saucer,space,0.012,0,2,184,4.683863,4.60653737
saucer,tea,0.018,0,2,28,18.627177,19.75102216
sausage,bacon,0.046,0,1,10,8.038133,19.85280485
sausage,biscuit,0.033,0.017,1,2,8.648499,22.84853712
sausage,breakfast,0.092,0,1,53,15.292624,12.38149241
sausage,food,0.066,0,1,147,3.55825,2.944250992
sausage,ham,0.013,0,1,19,7.389454,6.831244583
sausage,link,0.059,0.043,1,25,15.780587,17.35890462
